

  ==================================================
  ENTER THE SHUFFLED COMPLEX EVOLUTION GLOBAL SEARCH
  ==================================================


*** PRINT THE INITIAL POINT AND ITS CRITERION VALUE ***

 CRITERION    X1      X2      X3      X4      X5      X6      X7      X8      X9     X10     X11     X12     X13     X14     X15     X16     X17     X18     X19
   0.000   0.625   0.613 440.625   0.837   0.613 668.750   0.094   0.094   0.837 625.038  12.875   2.625   4.376   0.375   4.250   2.500   4.250   1.875 -12.500


 *** PRINT THE RESULTS OF THE SCE SEARCH ***

 LOOP TRIALS COMPLXS BEST F WORST F PAR RNG     X1      X2      X3      X4      X5      X6      X7      X8      X9     X10     X11     X12     X13     X14     X15     X16     X17     X18     X19
    0    50      10   0.000   0.000   0.316   0.526   0.668 159.080   0.825   0.073 225.561   0.071   0.109   0.235 926.898  17.572   2.053   2.021   2.786   5.509   5.640   3.194   2.701  -2.653

 POPULATION AT LOOP   0
 ----------------------
   0.000   0.316   0.526   0.668 159.080   0.825   0.073 225.561   0.071   0.109   0.235 926.898  17.572   2.053   2.021   2.786   5.509   5.640   3.194   2.701  -2.653
   0.000   0.325   1.279   0.582 310.299   0.769   0.8461436.712   0.042   0.178   0.363  46.664   3.135   0.504   3.149   1.900   3.170   1.381   4.512   2.792  -5.095
   0.000   0.327   0.559   0.828 285.073   0.429   0.6513721.320   0.147   0.040   0.681 385.819   3.039   0.030   2.700   1.617   3.258   2.070  -0.077   0.551 -10.836
   0.000   0.370   1.418   0.626 199.506   0.120   0.6123071.493   0.022   0.179   0.774 396.433   3.977   0.243   3.417   0.571   3.973   5.880  -0.737   0.599 -10.923
   0.000   0.380   0.793   0.774  85.692   0.154   0.5142311.320   0.117   0.017   0.262 395.625   3.013   0.907   3.417   1.326   6.281   2.904   0.322   1.173   2.569
   0.000   0.365   0.783   0.193 489.227   0.127   0.5344614.394   0.067   0.193   0.081 841.875  13.255   0.954   4.241   1.783   3.201   4.999   3.069   2.621   4.136
   0.000   0.394   1.018   0.377  63.071   0.433   0.7092836.041   0.035   0.012   0.113  93.942  16.448   0.526   3.954   1.766   6.040   0.892  -0.669   1.215 -14.035
   0.000   0.240   0.725   0.648 113.721   0.721   0.5653481.222   0.067   0.068   0.859 560.959   3.286   2.981   3.119   1.434   3.723   3.982   3.242   2.824  -0.217
   0.000   0.459   1.361   0.562 253.952   0.212   0.5044448.889   0.109   0.137   0.297 369.933   9.180   1.021   0.114   2.991   7.392   5.835   2.123   2.696   0.750
   0.000   0.366   1.395   0.384 265.107   0.525   0.1281072.879   0.034   0.013   0.057 400.544   3.687   2.900   4.551   2.188   3.255   1.694   2.334   1.054   3.827
   0.000   0.378   1.165   0.577 354.764   0.557   0.8574802.339   0.032   0.154   0.246 424.378  18.583   0.293   1.939   2.131   4.562   0.985   3.660   0.413  -0.480
   0.000   0.299   0.608   0.312 264.433   0.086   0.3341257.600   0.145   0.030   0.950 384.042  13.919   2.223   2.845   2.587   2.581   5.021   2.881   2.566  -3.643
   0.000   0.330   1.244   0.605 335.952   0.468   0.8032763.108   0.226   0.191   0.866 905.710   4.607   0.905   0.169   0.728   3.767   4.606   1.879   1.556  -8.270
   0.000   0.344   1.111   0.941 118.679   0.657   0.8304263.751   0.196   0.048   0.704 173.836   9.610   0.116   1.061   0.159   5.821   3.613   3.530   1.237 -14.514
   0.000   0.265   1.369   0.320 167.484   0.851   0.8811392.242   0.028   0.213   0.882 255.136  16.859   1.154   3.769   1.140   3.696   3.883   4.326   1.983  -6.603
   0.000   0.358   0.924   0.876 287.010   0.484   0.4411493.352   0.154   0.191   0.157 378.906   4.725   0.676   0.997   1.068   4.158   4.373   1.341   0.177 -14.774
   0.000   0.415   1.232   0.269 200.413   0.307   0.8201222.856   0.177   0.201   0.176 260.015   4.733   2.862   2.639   2.719   6.971   5.685   2.742   1.607  -0.604
   0.000   0.373   1.487   0.540 436.832   0.226   0.3114138.457   0.125   0.211   0.935 147.689   1.639   1.420   3.920   2.438   3.885   1.990   2.261   2.499   3.194
   0.000   0.356   0.984   0.234 400.427   0.214   0.6422754.501   0.119   0.232   0.174 770.452   5.677   0.926   2.792   1.259   7.036   2.228   2.781   2.418   2.055
   0.000   0.305   1.414   0.616 341.010   0.142   0.3453670.967   0.080   0.063   0.565 428.171  17.570   1.952   3.387   0.832   4.668   3.619   0.811   0.939  -3.400
   0.000   0.344   1.413   0.081 212.252   0.663   0.404 103.587   0.208   0.083   0.538 715.565  16.904   1.967   2.243   2.338   4.637   3.557   2.356   0.941   3.981
   0.000   0.321   0.633   0.461 465.949   0.553   0.2163488.456   0.018   0.126   0.154 554.241   5.353   1.382   4.332   2.412   3.002   4.876   1.926   1.897   2.716
   0.000   0.376   1.322   0.836  89.686   0.067   0.9401339.140   0.019   0.184   0.331 392.251  14.468   1.061   0.075   1.968   2.007   2.785   3.759   1.663 -14.078
   0.000   0.243   0.646   0.109 257.512   0.897   0.6213054.437   0.019   0.160   0.891 437.756   1.986   2.015   3.837   0.090   2.421   2.412  -0.073   2.639 -12.488
   0.000   0.253   0.608   0.469 235.645   0.391   0.3732760.908   0.067   0.119   0.648 927.003   2.883   2.958   3.308   1.076   2.113   2.844   2.802   1.242  -5.540
   0.000   0.283   0.749   0.408 233.508   0.918   0.1574717.297   0.077   0.110   0.120 840.341   3.715   2.762   3.897   0.140   5.978   5.807   3.299   2.524 -11.046
   0.000   0.386   0.649   0.093  49.077   0.818   0.6513122.785   0.186   0.067   0.879 212.054   9.690   0.447   0.484   2.150   2.404   3.972  -0.642   0.496  -6.550
   0.000   0.411   1.289   0.138 365.346   0.934   0.5243792.740   0.233   0.102   0.721 570.451   2.210   0.679   0.126   1.180   7.817   5.358   1.073   0.171  -6.032
   0.000   0.322   1.106   0.620 276.160   0.412   0.151 611.050   0.116   0.152   0.128 742.894   6.607   1.927   3.516   0.176   2.511   5.456  -0.414   0.241 -10.157
   0.000   0.463   1.457   0.704  51.907   0.343   0.8554428.037   0.157   0.039   0.787 325.942   1.477   0.056   1.747   2.007   5.449   5.869   0.576   0.112 -10.426
