

  ==================================================
  ENTER THE SHUFFLED COMPLEX EVOLUTION GLOBAL SEARCH
  ==================================================


*** PRINT THE INITIAL POINT AND ITS CRITERION VALUE ***

 CRITERION    X1      X2      X3      X4      X5      X6      X7      X8      X9     X10     X11     X12     X13     X14     X15     X16     X17     X18     X19
   0.000   1.375   0.837  84.375   0.613   0.3871906.250   0.157   0.032   0.613 375.062  17.625   0.376   3.129   2.625   2.750   3.900  -0.250   2.625   2.500


 *** PRINT THE RESULTS OF THE SCE SEARCH ***

 LOOP TRIALS COMPLXS BEST F WORST F PAR RNG     X1      X2      X3      X4      X5      X6      X7      X8      X9     X10     X11     X12     X13     X14     X15     X16     X17     X18     X19
    0    50      10   0.000   0.000   0.382   1.182   0.084 379.289   0.767   0.2281833.201   0.158   0.237   0.079 336.080  13.095   2.685   3.303   1.055   6.808   5.413   0.444   1.130 -10.567

 POPULATION AT LOOP   0
 ----------------------
   0.000   0.382   1.182   0.084 379.289   0.767   0.2281833.201   0.158   0.237   0.079 336.080  13.095   2.685   3.303   1.055   6.808   5.413   0.444   1.130 -10.567
   0.000   0.371   1.141   0.890  78.752   0.317   0.5454886.895   0.042   0.191   0.468 789.761   2.743   1.529   4.605   1.471   7.526   3.154   3.060   1.941  -5.818
   0.000   0.342   1.181   0.516  64.245   0.577   0.4224726.888   0.206   0.086   0.233 462.007   5.127   1.833   3.587   0.216   4.756   0.528  -0.570   0.855 -11.716
   0.000   0.311   0.594   0.785 347.728   0.300   0.3694784.705   0.022   0.132   0.805 600.831   1.392   0.571   3.098   1.020   2.981   3.443   0.754   1.741  -0.442
   0.000   0.397   0.508   0.316 425.703   0.478   0.4122603.229   0.004   0.218   0.639 189.093   3.243   1.750   1.874   1.871   4.172   3.864   2.898   0.084  -0.702
   0.000   0.258   0.921   0.103  87.506   0.495   0.6321928.834   0.009   0.046   0.619  44.079  19.741   0.821   1.947   1.780   3.656   1.551  -0.038   0.649  -1.326
   0.000   0.262   0.676   0.308 321.833   0.635   0.7131225.694   0.133   0.051   0.515 629.792   9.857   0.861   3.457   1.924   3.689   5.396   1.595   2.762  -7.074
   0.000   0.335   1.223   0.834 107.669   0.119   0.0613667.777   0.007   0.176   0.362 914.443  17.279   2.224   3.631   0.961   4.137   0.852   1.000   2.036  -5.898
   0.000   0.309   1.099   0.924 151.700   0.853   0.3252246.237   0.189   0.038   0.579 560.692   5.016   1.802   0.210   2.051   6.008   0.668   3.420   1.190  -6.404
   0.000   0.289   0.574   0.683 141.570   0.479   0.5921847.909   0.009   0.193   0.594 202.696   8.619   1.330   4.436   1.216   6.520   4.456   0.970   2.673   0.405
   0.000   0.270   1.110   0.436 422.904   0.785   0.5311865.482   0.101   0.086   0.694 699.689  12.954   0.310   4.284   1.378   2.062   3.959   2.747   1.655 -10.174
   0.000   0.330   0.727   0.525 235.374   0.901   0.2403539.664   0.110   0.106   0.880 433.429  19.243   1.859   3.247   0.641   5.502   5.842   0.506   1.455 -11.882
   0.000   0.355   0.741   0.926 107.045   0.399   0.7354855.866   0.072   0.234   0.930 854.075   1.762   1.042   3.194   2.657   6.884   1.412   0.236   2.292  -4.708
   0.000   0.373   1.151   0.878 210.640   0.074   0.5744947.475   0.014   0.174   0.122 242.849   6.155   2.317   2.812   1.993   3.764   0.647   0.806   2.112 -11.240
   0.000   0.335   0.990   0.310 319.480   0.111   0.4294599.697   0.103   0.028   0.232 930.001  11.329   1.309   4.845   0.247   2.448   2.777  -0.777   1.982  -1.812
   0.000   0.351   1.447   0.372 276.330   0.862   0.8264814.487   0.096   0.107   0.867 979.543  16.814   1.289   0.461   1.951   2.746   5.073   2.692   0.213  -2.964
   0.000   0.372   1.440   0.218 178.110   0.305   0.8224428.265   0.096   0.124   0.591 574.421   7.291   1.928   4.509   1.031   6.882   3.575   2.607   2.919 -12.743
   0.000   0.316   0.719   0.397 276.625   0.145   0.4914081.112   0.002   0.199   0.842 500.807  18.886   0.738   3.468   1.677   3.987   4.605   0.096   2.397 -10.856
   0.000   0.379   0.695   0.454 179.567   0.896   0.6471463.235   0.202   0.206   0.571 860.925   4.226   0.375   4.512   0.354   2.200   3.435   4.932   0.892  -5.917
   0.000   0.296   1.393   0.726 272.999   0.427   0.3521358.477   0.163   0.027   0.170   6.755  12.119   1.128   0.475   1.695   4.698   5.119   2.866   0.616 -11.686
   0.000   0.389   1.057   0.784  29.370   0.848   0.0944124.811   0.110   0.181   0.059 656.891   2.413   0.434   3.788   1.627   7.580   4.518   3.397   0.215  -9.130
   0.000   0.387   1.499   0.448 411.507   0.338   0.115 527.505   0.131   0.222   0.597 326.050  10.093   2.426   0.606   0.164   2.252   2.784   4.719   2.166  -9.987
   0.000   0.285   0.876   0.613 345.987   0.586   0.1942923.675   0.067   0.078   0.150 435.403  11.844   0.741   3.989   1.272   5.781   0.976   0.022   2.995  -3.675
   0.000   0.301   0.632   0.885 101.226   0.603   0.3023527.582   0.013   0.159   0.093 279.540  18.008   2.708   1.973   2.365   7.905   4.112   0.401   1.246   4.998
   0.000   0.343   0.914   0.495  89.363   0.131   0.5503322.534   0.222   0.194   0.268 922.035  10.784   2.850   4.780   0.577   3.699   5.756  -0.409   2.664   4.499
   0.000   0.325   1.059   0.691  98.886   0.366   0.3953998.852   0.135   0.165   0.752 977.228   1.520   1.492   1.065   1.649   6.802   3.639  -0.898   2.459 -12.199
   0.000   0.318   1.046   0.875  27.977   0.698   0.2651350.887   0.229   0.100   0.449 849.228   5.372   1.186   4.621   2.454   4.225   5.228   3.857   0.454 -13.917
   0.000   0.278   1.434   0.821  36.032   0.438   0.6891117.371   0.011   0.221   0.884 759.280  16.234   2.701   0.584   2.362   2.751   4.738   2.409   2.531  -3.680
   0.000   0.401   1.163   0.566  60.451   0.310   0.4294057.139   0.078   0.154   0.085 954.674   7.777   0.409   1.235   0.772   7.268   1.192   2.630   0.420  -3.277
