"Hetch Hetchy band data"
1203  ! forcing site elevation (m)
band no.  mid-point el.(m)  fraction of basin area
 1        1050              0.00000600
 2        1150              0.00891096
 3        1250              0.00458747
 4        1350              0.00698836
 5        1450              0.00793976
 6        1550              0.00883893
 7        1650              0.01177869
 8        1750              0.01410659
 9        1850              0.01551868
10        1950              0.02102702
11        2050              0.02259034
12        2150              0.02690877
13        2250              0.03083575
14        2350              0.03972902
15        2450              0.04614063
16        2550              0.06158565
17        2650              0.08561472
18        2750              0.09437372
19        2850              0.10936453
20        2950              0.10447888
21        3050              0.09260695
22        3150              0.06956649
23        3250              0.04374482
24        3350              0.02993734
25        3450              0.01957415
26        3550              0.01298755
27        3650              0.00688667
28        3750              0.00256778
29        3850              0.00072111
30        3950              0.00008268
